lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56
6083	Minutes	Protokoll	Minutos	Minutos	Minuten	Minuten	דקות	Minutes		Minutter	分钟	分鐘	Минуты	Րոպեներ		Menit	Λεπτά		Minutos	Minutos		دقائق	Protokoll	Dakika	Minuty		Minuti	मिनट	Minute	Phút		Minutet	Minuty	Хвилини			دقیقه			分	Minuuttia						मिनिटे			मिनट						dummy
6084	minutes	minuter	minutos	minutos	Minuten	minuten	דקות	minutes		minutter	分钟	分鐘	минуты	րոպեներ		menit	λεπτά		minutos	minutos		دقائق	minuter	dakika	minuty		minuti	मिनट	minute	phút		minutet	Minuty	хвилини			دقیقه			分	minuuttia						मिनिटे			मिनट						dummy
6085	Mirth IP						Mirth IP													Alegria IP									Mirth IP																											dummy
6086	Misc		Varios	Varios	Sonstiges	Diversen	שונות	Divers	Divers		其他类型	其他類別	Прочее	Այլ/խառը		Macam-macam	Διάφορα		Outros	Outros		متنوع		Çeşitli	Pozostałe		Varie	विविध	Misc	L.tinh		Te ndryshme		Інше			متفرقه			その他							इतर			विविध						dummy
6087	Misc Billing Options		Diversas opciones de facturación	Diversas opciones de facturación	Sonstiges Rechnungs Optionen	Extra rekening opties	אפשרות חיוב שונות	Autres Options de Facturation	Autres Options de Facturation		杂项帐单选项	其他類別帳單選項	Варианты прочих счетов	Այլ/խառը հաշիվների տարբերակներ		Macam-macam Pilihan Tagihan	Διάφορες Eπιλογές χρέωσης		Opções de facturação	Opções de Pagamento Misc		إختيارات فوترة متنوعة		Çeşitli Faturalama Seçenekleri			Opzioni di fatturazione varie	विविध बिलिंग विकल्प	Optiuni diferite de plata	Misc Thanh toán Tùy chọn				Варіанти інших рахунків													इतर बिलिंग पर्याय			विविध बिलिंग विकल्प						dummy
6088	Misc Billing Options for HCFA-1500		Diversas opciones de facturación para HCFA-1500	Diversas opciones de facturación para HCFA-1500	Sonstiges Rechnungs Optionen HFCA-1500	Extra rekening opties voor HCFA-1500	אפשרויות חיוב שונות עבור HCFA-1500	Autres Options de Facturation pour HCFA-1500	Autres Options de Facturation pour HCFA-1500		其他结算方式的医疗卫生融资- 1500	其他類別結算方式HCFA-1500	Варианты прочих счетов для HCFA-1500	HCFA-1500 այլ/խառը հաշիվների տարբերակներ		Macam-macam Pilihan Tagihan untuk HCFA-1500	Διάφορες Eπιλογές χρέωσης HCFA-1500		Opções de facturação para HCFA-1500	Opções de Faturamento Misc para HCFA-1500		إختيارات فوترة متنوعة HCFA-1500		HCFA-1500 için Çeşitli Faturalama Seçenekleri			Opzioni di fatturazione varie per HCFA-1500	HCFA-1500 के लिए विविध बिलिंग विकल्प	Optiuni diferite de plata pentru HCFA-1500	Misc Thanh toán lựa chọn cho HCFA-1500				Варіанти інших рахунків для HCFA-1500													HCFA-1500 इतर बिलिंग पर्याय			HCFA-1500 के लिए विविध बिलिंग विकल्प						dummy
6089	Misc Billing Options HCFA		Diversas opciones de facturación HCFA	Diversas opciones de facturación HCFA	Sonstiges Rechnungs Optionen HFCA	Extra rekening opties HCFA	HCFA אפשרויות חיוב שונות	Autres Options de Facturation HCFA	Autres Options de Facturation HCFA		杂项帐单选项相关	其他類別帳單選項HCFA	Варианты прочих счетов для HCFA	HCFA այլ/խառը հաշիվների տարբերակներ		Macam-macam Pilihan Tagihan HCFA	Διάφορες Eπιλογές χρέωσης HCFA		Opções de Facturação para HCFA	Faturamento Misc Opções HCFA		إختيارات فوترة متنوعة HCFA		Çeşitli Faturalama Seçenekleri HCFA			Opzioni di fatturazione varie per HCFA	विविध बिलिंग विकल्प HCFA	Optiuni diferite de plata HCFA-1500	Tùy chọn Thanh toán Linh tinh HCFA				Варіанти інших рахунків HCFA													इतर बिलिंग पर्याय HCFA			विविध बिलिंग विकल्प HCFA						dummy
6090	Miscellaneous	Diverse	Varios	Misceláneos	Diverses	Diversen	שונות	Divers/Autres	Divers/Autres		杂项	雜項	Разное	Տրբեր		Macam-macam	Διάφορα		Diversos	Diversos		متنوع	Diverse	Çeşitli	Pozostałe		Miscellanea	विविध	Diferite	Linh tinh		Te Llojllojshme	Různé	Різне			متفرقه			その他	Sekalaiset						विविध			विविध						dummy
6091	Miscellaneous Billing Options for HCFA-1500																			Opções de cobrança diversas para HCFA-1500																																				dummy
6092	Missed	Missade	Faltado	Faltado	Verfehlt	Gemist	הוחמץ	Manqué	Manqué	Bommet	丢失	錯過	Пропущенный	Բաց թողնված		Terlewat/Terjawab	Λείπει		Perdido	Missed		لم يتم إدراكه	Missade	Eksik			Mancante	छूटे	Lipsa	Bị thiếu			Zmeškáno	Пропущений													नाही			छूटे						dummy
6093	missing		No existe	No existe	fehlend	afwezig	חסר	manquante			丢失	失踪	пропущенный	բաց թողնված		hilang/tidak ada	λείπει			ausência de		مفقود	Mangler				mancante	छूटे हुए	disparut	thiếu			chybí	пропущений							puuttuu						गहाळ			छूटे हुए						dummy
6094	Missing a required field		Falta campo requerido	Falta campo requerido	Ein benötigtes Feld fehlt	Verplicht veld ontbreekt	שדה חובה חסר.	Manque d\'un champ requis	Manque d\'un champ requis		缺少必要的字段	缺少必要的字段	Пропущено обязательное поле	Պարտադիր դաշտ է բաց թողնված		Kurang field(bagian) yang dibutuhkan	Λείπει ένα απαραίτητο πεδίο		Campo obrigatório em falta	Falta um campo obrigatório		حقل مطلوب ناقص		Gerekli bir alan eksik			Manca un campo richiesto	एक आवश्यक फ़ील्ड छूटी	Missing a required field	Thiếu một thông tin cần thiết			Chybí povinné soubory	Пропущене обов\'язкове поле							Vaadittu kenttä puuttuu						आवश्यक फील्ड गहाळ			एक आवश्यक फ़ील्ड छूटी						dummy
6095	Missing a required field and will be highlighted																			Falta um campo obrigatório e será destacado																																				dummy
6096	Missing email config record																																																							dummy
6097	Missing Fee		Falta cuota	Falta cuota	Fehlende Gebühr	Bedrag ontbreekt	תשלום חסר	Frais Manquants	Frais Manquants		遗失费用	遺失費用	Пропущена оплата	Վճարումը բացթողնված է		Biaya Hilang	Λείπει αμοιβή		Taxa Perdida	Missing Fee		مصروفات مفقودة		Ücret Eksik			Tariffa mancante	छूटा शुल्क	Taxa lipsa	Thiếu Phí				Пропущена оплата							Palkkio puuttuu						गहाळ शुल्क			छूटा शुल्क						dummy
6098	Missing Identifying Code																Λείπει ο Κωδικός Ταυτοποίησης			Código de identificação ausente																																				dummy
6099	Missing Insurance Payer Id																			ID de pagador de seguro ausente																																				dummy
6100	Missing Mods Only		Solo modulos faltantes	Solo modulos faltantes	Nur fehlende Mods	Alleen ontbrekende Mods	מצבים~שינויים חסרים בלבד	Mods manquants seulement			丢失的MODS	只遺失MODS	Пропущен только модификатор	Բացակայում է միայն ձևափոխիչը		Hanya Mods yang Hilang				Mods ausentes apenas		مفقودى الإداريين فقط		Sadece Eksik Modlar			Mancano solo i Mods	केवल Mods छूटा	Missing Mods Only	Thiếu Mods				Пропущений лише модифікатор													गहाळ Mods फक्त			केवल Mods छूटा						dummy
6101	Missing or Invalid		No existe o Inválido	No existe o Inválido	Fehlender oder ungültiger	Afwezig of ongeldig	חסר או לא חוקי	Manquant ou Invalide	Manquant ou Invalide		丢失或无效	遺失或無效	Пропущен или не действителен	Բաց թողնված կամ անվավեր է		Hilang atau Tidak Valid	Λείπει ή είναι άκυρο		Em Falta ou Inválido	Falta ou inválido		مفقود او غير صالح		Eksik veya Geçersiz			Mancante o non valido	छूटा या अमान्य	Missing or Invalid	Thiếu hoặc Không hợp lệ			Chybějící nebo nesprávný	Пропущений чи недійсний							Puuttuva tai virheellinen						गहाळ किंवा अवैध			छूटा या अमान्य						dummy
6102	Missing Patient ID																																																							dummy
6103	Missing PID.		Falta el PID.	Falta el PID.	Fehlende PID	PID ontbreekt	PID חסר.	PID manquant.			椎间盘脱出缺失	椎間盤脫出缺失。	Пропущен PID.	PID բացակայում է		PID yang Hilang	Κωδικός ασθενούς λείπει		PID Perdida	Missing PID.		رقم الهوية الشخصية مفقود		Eksik PID			PID mancante	छूटे PID​​.	Missing PID.	Thiếu PID.				Пропущений PID.													पी आय डी गहाळ झाले आहे.			छूटे PID​​.						dummy
6104	Missing report date		Fecha de reporte falta	Fecha de reporte falta	Fehlender Berichtsdatum	Rapportdatum ontbreekt	תאריך דוח חסר	Manque date de rapport	Manque date de rapport		丢失报告日期	遺失報告的日期	Пропущена дата отчета	Հաշվետվության ամսաթիվը բաց թողնված է		Tanggal laporan yang hilang	Λείπει ημερ. αναφοράς			Data de relatório ausente		تاريخ التقرير مفقود		Eksik rapor tarihi			Data resoconto mancante	छूटे रिपोर्ट दिनांक	Lipsa data raport	Thiếu ngày báo cáo			Chybí datum hlášení	Пропущена дата звіту							Raportin päiväys puuttuu						गहाळ अहवाल तारीख			छूटे रिपोर्ट दिनांक						dummy
6105	Missing slash after payer in source for code 		Raya vertical que falta después del pagador en la fuente para el código	Raya vertical que falta después del pagador en la fuente para el código	Missing slash after payer in source for code	De slash na betaler in broncode wordt gemist	קו נטוי חסר לאחר משלם במקור עבור קוד				丢失斜线付款人源代码后	代碼源的付款人之後遺失斜線	Пропущен слеш после плательщика в исходнике для кода	Կոդի մեջ վճարողից հետո բացակայում է սլեշը		Garis miring hilang setelah pembayar dalam sumber untuk kode	Λείπει η κάθετος μετά τον πληρωτή στην προέλευση για τον κώδικα		Golpe perdido depois de pagador em fonte para código	Missing barra depois ordenante na origem para o código		رمز الشرطه مفقود بعد الدافع فى الكود الأصلي		Kaynak kodda ödeyenden sonra eksik slash			Manca lo slash dopo il pagante nel sorgente per il codice	कोड के लिए स्रोत में दाता के बाद स्लैश छूटा	Missing slash after payer in source for code	Thiếu dấu gạch chéo sau khi đối tượng nộp trong mã nguồn cho mã			Chybí lomítko za údajem plátce	Пропущений слеш після платника для коду													कोड स्रोत देणारा नंतर स्लॅश गहाळ			कोड के लिए स्रोत में दाता के बाद स्लैश छूटा						dummy
6106	Missing SMS config record																																																							dummy
6107	Missing Subscriber Policy Number or DOB																			Número da política de assinante ausente ou DOB																																				dummy
6108	Missing Title							Titre manquant									Λείπει Τίτλος			Título ausente									Tilu lipsa																											dummy
6109	Missing user credentials																																																							dummy
6110	Missing/invalid notification id																																																							dummy
6111	Mixed	Blandat	Mixto	Mixto	Gemischt	Gemengd	מעורב	Mixe	Mixe	Mikset	混合	混合	Смешанное	Խառնված		Campur	Μικτό		Misturado	Mixed		مخلط	Blandat	Karışık			Misto	मिश्रित	Mixat	Hỗn hợp		Perzier	Smíšený	Змішаний						混合	Sekoitettu						मिश्र			मिश्रित						dummy
6112	mL																mL			mL									mL																											dummy
6113	ml	ml	ml	ml	ml	ml	מ\"ל	ml			毫升	毫升	мл	մլ		ml	ml		ml	ml		مل	ml	ml	ml		ml	मिलीलीटर	ml	ml		ml	ml	мл			ml			ml	ml						मिली			मिलीलीटर						dummy
6114	MM/DD/YYYY		MM/DD/AAAA	MM/DD/AAAA	MM/TT/JJJJ	mm/dd/jjjj	MM/DD/YYYY	MM/JJ/AAAA	MM/JJ/AAAA		月/日/年	月月/日日/年年年年	MM/DD/YYYY	MM/DD/YYYY ԱԱ/ՕՕ/ՏՏ		MM/DD/YYYY	Μήνας/Ημέρα/Έτος		MM/DD/AAAA	MM / DD / AAAA		شهر/يوم/سنة	MM/DD/ÅÅÅÅ	MM/DD/YYYY			MM/GG/AAAA	MM / DD / YYYY	MM/DD/YYYY	MM / DD / YYYY		MM/DD/VVVV	MM/DD/RRRR	ММ/ДД/РРРР			MM/DD/YYYY			MM/DD/YYYY	KK/PP/VVVV						DD / MM / YYYY असे			MM / DD / YYYY						dummy
6115	mm/hg		mm/hg	mm/hg	mm/Hg	mmHg	mm/hg	mm/hg			毫米/汞柱	毫米/汞柱	мм. рт. ст.	mm/hg		mm/hg	mm/Hg		mm/hg	mm / Hg		مم من الزئبق		mm/hg	mm/hg		mm/hg	mm / hg	mm/hg	mm / hg		mm/hg	mm/hg	мм. рт. ст.			mm/hg			mm/hg	mm/hg						मि.मी. / एचजी			mm / hg						dummy
6116	mmHg		mmHg	mmHg	mmHg	mmHg	mmHg	mmHg			毫米汞柱	毫米汞柱	мм. рт. ст.	mmHg		mmHg	mmHg			mmHg		مم زئبقي					mmHg	mmHg	mmHg	mmHg		mmHg	mmhg	мм. рт. ст.			mmHg			mmHg	mmHg						mmHg			mmHg						dummy
6117	MMR 1		MMR 1	MMR 1	MMR 1	MMR 1	MMR 1				孕产妇死亡率1	麻疹德國麻疹腮腺炎疫苗1	Частота материнской смертности 1	Մայրական մահացության մակարդակ 1		MMR 1	MMR 1		MMR 1	VASPR 1		تطعيم الحصبة, الحصبة الألمانية و النكاف 1		MMR 1			MMR 1	MMR 1	MMR 1	MMR 1				Частота материнської смертності 1						MMR 1							एमएमआर 1			MMR 1						dummy
6118	MMR 2		MMR 2	MMR 2	MMR 2	MMR 2	MMR 2				孕产妇死亡率2	麻疹德國麻疹腮腺炎疫苗2	Частота материнской смертности 2	Մայրական մահացության մակարդակ 2		MMR 2	MMR 2		MMR 2	MMR 2		تطعيم الحصبة, الحصبة الألمانية و النكاف 2		MMR 2			MMR 2	MMR 2	MMR 2	MMR 2				Частота материнської смертності 2						MMR 2							एमएमआर 2			MMR 2						dummy
6119	mm{{millimeters}}																			mm {{milímetros}}									mm{{millimeters}}																											dummy
6120	Mobile	Mobil	Móvil	Móvil	Mobil	Mobiel	טלפון סלולארי	Portable		Mobil	移动	移動	Мобильный	Շարժական		Handphone	Κινητό		Telemóvel	Móvel		متحرك	Mobil	Mobil			Cellulare	मोबाइल	Mobil	Điện thoại di động			Mobilní	Мобильний			موبایل			携帯	Matkapuhelin						मोबाइल			मोबाइल						dummy
