lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56
2317	Criteria Actions																																																							dummy
2318	Croatian					Kroatisch	קרואטית							Խորվաթերեն						croata				Hırvat	Chorwacki		Croatian		Croatian	Croatian		Kroatisht	Chorvatský				کرواتی			クロアチア人	Kroatian						क्रोएशियन									dummy
2319	Crohn\'s Disease	Crohn\'s sjukdom	Enfermedad de Crohn	Enfermedad de Crohn	Morbus Crohn	Ziekte van Crohn	מחלת קרוהן	Maladie de Crohn	La maladie de Crohn		克罗恩病	克隆氏疾病 局部性迴腸炎	Болезнь Крона	Քրոնիկ հիվանդություն /աղիների քրոնիկ բորբոքային հիվանդություն/		Crohn Penyakit	Νόσος του Crohn		Crohn\'Doença de	Doença de Crohn		داء كرون	Crohn\'s sjukdom	Kron Hastalığı	Choroba Crohna		Morbo di Crohn	Crohn  का रोग	Boala Chron	Bệnh Crohn \'s		Semundja e Crohn-it	Crohnova choroba	Хвороба Крона			بیماری کرون			クローン病	Crohnin tauti						Crohn  \'चे रोग			Crohn  का रोग						dummy
2320	Crohns Disease	Chrons sjukdom	Enfermedad de Crohn	Enfermedad de Crohn	Morbus Crohn	Ziekte van Crohn	מחלת קרוהן	Maladie de Crohn	La maladie de Crohn		克罗恩病	克隆氏疾病 局部性迴腸炎	Болезнь Крона	Քրոնիկ հիվանդություն /աղիների քրոնիկ բորբոքային հիվանդություն/		Crohn Penyakit	Νόσος του Crohn		Crohn Doença de	Doença de Crohn		داء كرون	Chrons sjukdom	Kron Hastalığı	Choroba Crohna		Morbo di Crohn	Crohns रोग	Boala Chron	Crohns bệnh		Semundja e Crohn-it	Crohnova choroba	Хвороба Крона			بیماری کرون			クローン病	Crohnin tauti						Crohns रोग			Crohns रोग						dummy
2321	CR{{Cycloplegic Refraction}}					CR {{cycloplegische Refractie}}														CR {{Refração cicloplégica}}									CR{{Cycloplegic Refraction}}								CR {{شکست سیکلوپلژیک}}																			dummy
2322	CSV					CSV														CSV									CSV								CSV																			dummy
2323	CSV Export	export av kommaseparerad lista	CSV	Exportar CSV	CSV Export	CSV-export	ייצוא CSV	Exportation au format CSV	Exporter CSV		导出成CSV格式	CSV Export	Экспорт CSV	CSV֊ի արտահանում		Ekspor CSV	Εξαγωγή σε CSV		Exportar em CSV	Exportar CSV		تصدير الى ملف CSV		CSV dışa aktarma	Eksport do CSV		Esporta CSV	सीएसवी निर्यात	CSV Export	CSV xuất khẩu		CSV Eksport	CSV export	Експорт CSV			صدور خروجی CSV			CSVエキスポート	CSV vienti						सी निर्यात			सीएसवी निर्यात						dummy
2324	CSV File	Kommaseparerad fil	Fichero CSV	Archivo de CSV	CSV-Datei	CSV-bestand	קובץ CSV	Fichier CSV	Fichier CSV		CSV文件	CSV 檔案	Файл CSV	CSV ֆայլ		File CSV	Αρχείο CSV		Ficheiro CSV	Arquivo CSV		ملف CSV	Csv-fil	CSV Dosyası	Plik CSV		File CSV	CSV फाइल	CSV File	Tệp tin CSV		CSV Dosja	CSV soubor	файл CSV			فایل CSV			CSVファイル	CSV tiedosto						सी फाइल			CSV फाइल						dummy
2325	CSV Tables	Kommaseparerad tabell		Tablas CSV	CSV-Tabelle	CSV tabellen	טבלאות CSV	Table CSV	Table CSV								Πίνακες CSV			Tabelas CSV		جداول CSV		CSV Tablolar	Tabele CSV		Tabelle CVS	CSV टेबल्स	CSV Tables	Bảng CSV		CSV Tabelat	CSv tabulky	таблиці CSV			جداول CSV			CSVテーブル	CSV taulut						सी टेबल			CSV टेबल्स						dummy
2326	CSV to calendar_external table					CSV naar calendar_extern tabellen														CSV para a tabela calendar_external.									CSV to calendar_external table								تبدیل CSV به جدول تقویم خارجی																			dummy
2327	CTL																			CTL																	بینایی لنز طبی																			dummy
2328	CTL{{Contact Lens Vision}}					CTL{{Contact lens Visie}}														CTL {{Visão da lente de contato}}									CTL{{Contact Lens Vision}}								بینایی لنز طبی																			dummy
2329	CTL{{Contact Lens}}					CTL{{cContact Lens}}														CTL {{lentes de contato}}									CTL{{Contact Lens}}								بینایی لنز طبی																			dummy
2330	CU.MM	Kubikmillimeter	MM.CU (Mililitros cubicos)	MM.CU (Mililitros cubicos)	CU MM	CU.MM	CU.MM	Millimètre cube			CU.MM	CU.MM	куб.мм	խոր/մմ		CU.MM	κυβ. χιλιοστό			CU.MM		مم مكعب		mm3			CU.MM(Millimetri cubi)	CU.MM	CU.MM	CU.MM		mm3	mm3	куб.мм			میلی متر مکعب				Kuutio millimetriä						CU.MM			CU.MM						dummy
2331	Cuban	Kuban	Cubano	Cubano	Kubaner	Cubaans	קובנית	Cubain			古巴语	古巴人	Кубинец	Կուբանցի		Kuba	Κουβανέζικα		Cubano	Cubano		كوبي		Kübalı	Kubański		Cubano	क्यूबा	Cuban	Cuban		Kubanisht	Kubánský	Кубинець			کوبایی			キューバ人	Kuubalainen						क्यूबा			क्यूबा						dummy
2332	Cup			Taza		Beker														copo									Cup								فنجان																			dummy
2333	Currency Decimal Places	Valuta decimaler	Número de decimales en moneda	Número de decimales en moneda	Aktuelle Währung Dezimalstellen	Aantal decimalen valuta	מקומות עשרוניים של מטבע	Nombre de décimales			货币小数	貨幣的小數位	Размещение десятичных для денег	Գումարը տասնորդական միավորներով		Bagian Desimal Mata Uang	Δεκαδικά ψηφία νομίσματος			Moeda - Casas Decimais		اماكن الفاصلة العشرية للعملة		Para Birimi Ondalık Yerleri	Liczba miejsc dziesiętnych w zapisie waluty		Posti decimali della moneta	मुद्रा दशमलव स्थान	Unitate monetara - zecimale	Số chữ số Thập phân Tiền tệ		Valuta Vendet Decimale	Desetinná místa měny	Розміщення десяткового знаку для валюти			مکان های اعشار ارز			通貨小数点以下の桁数	Valuutan desimaalimerkin paikka						चलन दशांश स्थाने			मुद्रा दशमलव स्थान						dummy
2334	Currency Decimal Point Symbol	Valuta decimaltecken	Tipo de Cambio - Símbolo de Punto Decimal	Símbolo de Punto Decimal en moneda	Aktuelles Dezialpunkt Symbol	Valuta decimaal punt symbool	סמל נקודה עשרונית של מטבע	Symbole de décimales			货币小数点符号	貨幣的小數點符號	Символ десятичной запятой для денег	Տասնորդական ստորակետի սիմվոլ		Simbol Angka Mata Uang	Σύμβολο δεκαδικών ψηφίων νομίσματος			Moeda - Separador Decimal		الفاصلة العشرية للعملة		Para birimi Ondalık Sembolü	Separator groszy dla waluty		Simbolo del punto decimale per la moneta	मुद्रा दशमलव बिंदु प्रतीक	Unitate monetara - punct separare zecimale	Dấu Thập phân Tiền tệ		Valuta Simboli i Pikes Decimale	Symbol pro oddělení desetinného místa  měny	Символ десяткового знаку для валюти			نماد نقطه اعشار ارز			通貨小数点記号	Valuutan desimaalimerkki						चलन दशमान पॉइंट प्रतीक			मुद्रा दशमलव बिंदु प्रतीक						dummy
2335	Currency Designator	Valutatecken	Indicador de Tipo de Cambio	Indicador de moneda	Aktuelle Währung Kennung	Valuta symbool	מקצה המטבעות	Désignateur de devise			货币代号	貨幣的標誌符	Денежный указатель	Արժույթի ցուցիչ		Penanda Mata Uang	Προσδιοριστής νομίσματος			Moeda - Símbolos Monetário		رمز العملة		Para Birimi Kısaltması			Indicatore di moneta	मुद्रा Designator	Unitate monetara - identificator	Biểu tượng Tiền tệ		Shenja Valutes	Symbol měny	грошовий визначник			ارز دهنده			通貨指定子	Valuuttakoodi						चलन Designator			मुद्रा Designator						dummy
2336	Currency Thousands Separator	Valuta tusenseparator	Tipo de Cambio - Separador de Miles	Moneda - Separador de Miles	Aktueller Tausender-Trenner	Valuta duizendtallen symbool	מפריד אלפים של מטבע	Séparateur des milliers			货币的千位分隔符	貨幣的千位分隔符	Разделитель тысяч для денег	Գումարի հազարյակի բաժանիչ		Pemisah Ribuan Mata Uang	Διαχωριστικό χιλιάδων νομίσματος			Moeda - Separador Milhar		فاصل الالاف في العملة		Para Birimi Binler Ayırıcısı	Separator tysiecy dla waluty		Separatore delle migliaia per la moneta	मुद्रा हजारों विभाजक	Unitate monetara - separator mii	Dấu tách Hàng ngàn Tiền tệ		Separatori Mijesh Valutor	Oddělovač tisíců příslušné měny	Роздільник тисячної валюти			جدا کننده هزار واحد ارز			通貨桁区切り	Valuutan tuhaterotin						चलन हजारो विभाजक			मुद्रा हजारों विभाजक						dummy
2337	Current	Pågående	Actual	Actual	Aktuell	Actief	נוכחי	Actuelle			当前的	當前	Текущее	Ներկայիս/ Ընթացիկ /սույն		Saat ini	Ενεργός		Corrente	Atual		الحالي	Nuværende	Güncel	Bieżące		Attuale	वर्तमान	Curent	Hiện tại		Aktual	Aktuální	Поточне			کنونی			カレント	Nykyinen						वर्तमान			वर्तमान						dummy
2338	Current Alcohol	Alkohol aktuellt	Alcohol actual	Alcohol actual	Aktueller Alkoholkonsum	Huidig alcohol gebruik	אלכוהול נוכחי	Alcool actuelle			目前酒精	目前酒精	Текущее употребление алкоголя	Ալկոհոլի օգտագործման հակումը ներկայում		Alkohol Saat Ini	Τρέχουσα χρήση Αλκοόλ			Atual - Etilismo		الكحول الحالي		Güncel Alkol	Bieżący Alkohol		Alcool attuale	वर्तमान शराब	Consum alcohool curent	Cồn hiện thời		Alkooli Aktual	Aktuální spotřeba alkoholu	Поточне вживання алкоголю			الکل کنونی			現在の飲酒量	Alkoholin käyttö nyt						वर्तमान मद्यार्क			वर्तमान शराब						dummy
2339	Current Authentication Method for																Τρέχουσα Μέθοδος Ταυτοποίησης για			Método de autenticação atual para																	روش احراز هویت فعلی برای																			dummy
2340	Current Authentication Method for the logged in user																Τρέχουσα Μέθοδος Ταυτοποίησης του συνδεδεμένου χρήστη			Método de autenticação atual para o usuário conectado																	روش احراز هویت فعلی برای کاربر وارد شده																			dummy
2341	Current Consultation	Pågående konsultation	Consulta Actual	Consulta Actual	Aktuelle Konsultation	Lopende consultatie	ייעוץ נוכחי	Consultation actuelle			目前的协商	目前諮詢	Текущая констультация	Ընթացիկ/սույն խորհրդատվություն		Konsultasi Saat Ini	Τρέχουσα Εκτίμηση		Consulta atual	Atual - Consulta		الاستشارة الحالية	Nuværende konsultation	Güncel Konsültasyon			consultazione attuale	वर्तमान परामर्श	Consultatie Curenta	Tham khảo hiện thời		Konsultimi Aktual	Aktuální konsultace	Поточна констультація			مشاوره فعلی			現在の相談	Nykyinen konsultaatio						वर्तमान सल्ला			वर्तमान परामर्श						dummy
2342	Current Criteria	Aktuella kriterier	Criterio Actual	Criterios Actuales	Aktuelles Kriterium	Huidige criteria	קריטריונים נוכחיים	Critère actuel			当前标准	當前標準	Текущий критерий	Սույն ափանիշը		Kriteria Saat Ini	Τρέχοντα Κριτήρια			Atual - Critérios		المعايير الحالية	Nuværende kriterier	Güncel Kriterler	Bieżące kryteria		Criteri attuali	वर्तमान मानदंड	Criteriu Curent	Tiêu chuẩn hiện thời		Kriteret Aktuale	Aktuální kriteria	Поточний критерій			معیارهای فعلی			現在の抽出字句	Nykyiset kriteerit						वर्तमान निकष			वर्तमान मानदंड						dummy
2343	Current Day																Τρέχουσα Ημέρα			Dia atual																	امروز																			dummy
2344	Current day highlight color	Markeringsfärg för aktuell dag	Color resaltado del presente día	Color resaltado del presente día	Aktuelle Tag-Markierung Farbe	Kleur van lopende dag	צבע להדגשת יום נוכחי	Couleur d\'accentuation pour le jour courant			当天标明颜色	目前每天標明顏色	Цвет выделения для текущего дня	Ընթացիկ օրն ընդգծելու գույն		Warna sorot hari saat ini	Χρώμα τονισμού της τρέχουσας ημέρας	Current day highlight colour	Cor de destaque de dia atual	Atual - Pigmetação Cutânea		لون التوضيح لليوم الحالي	Aktuel dag i farve	Güncel günü vurgulama rengi	Kolor podświetlenia bieżącego dnia		Colore del giorno evidenziato attuale	वर्तमान दिन उजागर रंग	Culoarea de evidentiaere a zilei curente	Màu đánh dấu ngày hiện thời		Dita aktule e hijezuar me ngjyre	Barevné zvýraznění aktuálního dne	Колір виділення поточного дня			رنگ برجسته روز جاری				Tämän päivän korostusväri						चालू दिवस हायलाइट रंग			वर्तमान दिन उजागर रंग						dummy
2345	Current every day smoker	Röker dagligen	Actualmente fumador diario	Actualmente fumador diario	Aktuell Raucher täglich	Huidig dagelijks roken	מעשן מדי יום נוכחי	Fumeur quotidien actif			当天的吸烟者	目前每天的吸煙者	В настоящее время курит каждый день	Այս պահի դրությամբ/ներկայումս ծխում է ամեն օր		Perokok tiap hari saat ini	Καθημερινός καπνιστής			Atual - Fumante Diário		مدخن يومي		Halen her gün sigara içer	Zacienienie bieżącego dnia		Fumatore quotidiano attuale	वर्तमान में हर दिन धूम्रपान	Fumator regulat curent	Hiện đang còn hút thuốc mỗi ngày		Aktualisht duhanpires i perditshem	Aktuálně pravidelný denní kuřák	Палить кожного дня на даний час			در حال حاضر هر روز سیگار میکشد			現在の日常喫煙者	Tupakoi päivittäin						चालू दररोज धूम्रपान			वर्तमान में हर दिन धूम्रपान						dummy
2346	Current Eye Meds					Huidige oog medicaties											Τρέχοντα Οφθαλμικά Φάρμακα			Medicamentos para os olhos atuais									Current Eye Meds								داروهای چشم فعلی																			dummy
2347	Current file name was changed to	Nuvarande filnamn är ändrat till	El nombre de fichero actual fue cambiado a	El nombre de archivo actual fue cambiado a	Aktuelle Datei wurde geändert zu	De actieve bestandsnaam is veranderd in	שם הקובץ הנוכחי השתנה ל:	Nom du fichier courant a ét changé pour			目前文件名改为	目前檔案更名為	Текущее имя файла было изменено на	Ֆայլի ներկայիս անունը փոխարինվել է ֊ով		Nama file saat ini diubah menjadi	Το όνομα του τρέχοντος αρχείου άλλαξε σε		O nome da pasta foi trocado para	Nome do arquivo atual foi alterado para		الموقع الحالي	Nuværende filnavn er ændret til	Güncel dosyanın yeni ismi:	Bieżąca nazwa pliku zmieniona do		Il nome dle file corrente è stato cambiato in	वर्तमान फ़ाइल नाम बदल गया था	Current file name was changed to	Hiện tại tên tập tin đã được thay đổi thành		Emri dosjes aktuale eshte ndrruar ne	Aktuální jméno souboru bylo změněno na	Поточне ім\'я файлу було змінено на			نام پرونده فعلی تغییر یافت به			現在のファイル名の変更先	Asiakirjan nimi muutettiin muotoon						वर्तमान फाइल नाव बदलण्यात आले			वर्तमान फ़ाइल नाम बदल गया था						dummy
2348	Current Glasses					Huidige bril											Τρέχοντα Γυαλιά			Óculos atuais									Ochelari de vedere actuali								عینک فعلی																			dummy
2349	Current Hash	Använder hash	Hash actual	Clave encriptada actual	aktueller Hash	Huidige Hash	Hash נוכחי	Hachage actuelle			目前哈希	當前哈希	Текущий хэш	Սույն վանդականիշը		Kekalutan/Keluhan Saat Ini	Τρέχον Hash			Hash atual		الفاصل الحالي		Güncel Karma			Hash attuale	वर्तमान हैश	Current Hash	Hiện tại Hash		Hash aktual	Aktuální haš	Поточний хеш			هش کنونی			現在のハッシュ							वर्तमान हॅश			वर्तमान हैश						dummy
2350	Current Location	Nuvarande lokalisation	Ubicación actual	Ubicación actual	Aktueller Standort	Huidige locatie	מיקום נוכחי	Adresse actuelle	Adresse actuelle		目前位置	當前位置	Текущее нахождение	Ներկայիս գտնվելու վայրը		Lokasi Saat Ini	Τρέχουσα Θέση		Localização atual	Atual - Localização		تغير اسم الملف الحالي إلى	Nuværende lokation	Güncel Yer	Bieżąca lokalizacja		Collocazione attuale	वर्तमान स्थान	Locatie Curenta	Vị trí Hiện tại		Vendndodhja aktuale	Aktuální umístění	Поточне місце перебування			مکان جاری			現住所	Nykyinen sijainti						वर्तमान स्थान			वर्तमान स्थान						dummy
2351	Current Logged in User					Huidige LOG gebruiker											Συνδεδεμένος χρήστης			Current Logged in User																	کاربر وارد شده به سیستم																			dummy
2352	Current Medications	Aktuell medicinering	Medicamentos Actuales	Medicamentos actuales	Aktuelle Medikamente	Lopende medicaties	תרופות נוכחיות	Médicaments en vigeur	Médicaments en vigeur		目前药物	目前的藥物	Принимаемые препараты	Ներկայիս/ներկա պահին ընդունվող դեղորայքը		Obat Saat Ini	Τρέχουσα Αγωγή		Medicação atual	Atual - Medicamentos		اﻷدوية الحالية		Güncel İlaçlar	Bieżące leki		Farmaci attuali	वर्तमान दवाएं	Medicatie curenta	Thuốc Hiện tại		Barerat Aktuale	Současná medikace	поточні препарати			داروهای جاری				Nykyinen lääkitys						वर्तमान औषधे			वर्तमान दवाएं						dummy
2353	Current on record trusted email																																																							dummy
2354	Current Password	Aktuellt lösenord	Contraseña Actual	Contraseña actual	Aktuelles Passwort	Geldig Paswoord	סיסמה נוכחית	Mot de passe en vigeur	Mot de passe en vigeur		目前密码	目前的密碼	Текущий пароль	Սույն գաղտնաբառը		Pasword Saat Ini	Τρέχων Κωδικός		Palavra chave atual	Atual - Senha		كلمة السر الحالية	Nuværende kodeord	Güncel Şifre	Bieżące hasło		Password attuale	वर्तमान पासवर्ड	Parola Curenta	Mật khẩu Hiện tại		Fjalekalimi Aktual	Aktuální heslo	Поточний пароль			رمز عبور جاری			現在のパスワード	Nykyinen salasana						वर्तमान संकेतशब्द			वर्तमान पासवर्ड						dummy
2355	Current password to authorize changes.																																																							dummy
2356	Current Patient	Pågående patient	Paciente Actual	Paciente Actual	Aktueller Patient	Nu aanwezige patient	מטופל נוכחי	Patient en cours	Patient en cours		目前客户	目前患者	Текущий пациент	Սույն պացիենտը		Pasien Saat Ini	Τρέχων Ασθενής		Utente Corrente	Atual - Paciente		المريض الحالي	Nuværende patient	Güncel Hasta	Bieżący pacjent		Paziente attuale	वर्तमान रोगी	Pacient Curent	Bệnh nhân Hiện tại		Pacienti Akrual	Aktuální pacient	Поточний пацієнт			بیمار جاری			現在の患者	Nykyinen potilas						वर्तमान रुग्णांच्या			वर्तमान रोगी						dummy
2357	Current patient unavailable here. Use Patient Documents					Huidige patient niet beschikbaar hier. Gebruik Patient dokumenten											Ο τρέχων ασθενής δεν είναι διαθέσιμος εδώ. Χρησιμοποιήστε τα Έγγραφα Ασθενούς			Paciente atual indisponível aqui. Use documentos do paciente																	بیمار فعلی در اینجا در دسترس نیست. از اسناد بیمار استفاده کنید																			dummy
2358	Current Provider			Proveedor actual		Huidige aanbieder											Τρέχων Πάροχος			Provedor Atual					Aktualny dostawca												ارائه دهنده فعلی																			dummy
2359	Current Pt Only					Alleen huidige patient	מטופל~ניקוד~תשלום נוכחי בלבד										Τρέχων Ασθ. Μόνο			Somente Pt Atual				Sadece Güncel Hasta			Solo Pt Attuale		Doar Pacientul Curent	Chỉ Bệnh nhân Hiện tại		Vetem pacienti aktual					فقط بیمار فعلی										वर्तमान पं फक्त									dummy
2360	Current Recipients																Τρέχοντες Παραλήπτες			Destinatários Atuais																	گیرندگان فعلی																			dummy
2361	Current Recreational Drugs	Aktuella droger	Drogas no farmacológicas actuales	Actuales drogas recreativas	Aktuelle Freizeitdrogen	Huidig recreatief drug gebruik	סמים פסיכו-אקטיביים נוכחיים	Drogues actuelles	Drogues de rue en usage		目前的娱乐性药物	目前的娛樂性藥物	Принимаемые рекреационные наркотики	Ընդունված հանգստացնող դեղամիջոցները		Obat Rekreasi Saat Ini	Τρέχουσα χρήση εθιστικών ουσιών			Atual - Drogas recreativas		اﻷدوية الترويحية الحالية		Halen kullandığı uyuşturucu ilaçlar			Droghe ricreazionali attuali	वर्तमान मनोरंजनात्मक औषध	Consum de droguri recreationale curent	Hiện tại giải trí Thuốc		Droga e Tanishme Rekreative	Aktuální stav užívání rekreačních drog	Поточні рекреаційні наркотики			مواد مخدر تفریحی جاری				Käyttää vapaa-ajan huumeita						वर्तमान अंमली औषधे			वर्तमान मनोरंजनात्मक औषध						dummy
2362	Current RX			Rx actual		Huidige RX											Τρέχουσα Συνταγή			RX atual									Current RX								RX فعلی																			dummy
2363	Current some day smoker	Tillfällighetsrökare	Actualmente fumador ocasional	Actualmente fumador ocasional	Aktuell Raucher gelegentlich	Rook gedrag gedurende enkele dagen	מעשן חלק מהימים נוכחי	Fumeur occasionnel			目前有一天吸烟	目前某些每天吸煙者	В настоящее время курит не каждый день	Ներկայումս չի ծխում ամեն օր		Perokok beberapa hari saat ini	Περιστασιακός καπνιστής			Atual - Fumante Esporádico		مدخن متقطع		Halen bazı günler sigara içer			Fumatore saltuario attuale	वर्तमान में कुछ दिन धूम्रपान	Fumator ocazional curent	Hiện đang còn hút thuốc không thường xuyên		Aktualisht duhanpires i ndonje diteshem	Aktuálně příležitosný kuřák	Палить не кожен день на даний час			در حال حاضر برخی روزها سیگار میکشد			現在の時々喫煙者	Satunnainen tupakoija						चालू काही दिवस धूम्रपान			वर्तमान में कुछ दिन धूम्रपान						dummy
2364	Current Status					Huidige status		Statut actuel									Τρέχ. Κατάσταση			Status atual					Aktualny stan												وضعیت فعلی																			dummy
2365	Current Status Time			Estado de tiempo actual		Huidige tijd voor status	שעת עדכון סטטוס	Heure du Statut Actuel									Διάρκεια Τρέχ. Κατάστασης			Situação Atual					Aktualny czas				TImp stare actual	Thời gian Trạng thái Hiện tại		Statusi Aktual Koha					زمان وضعیت فعلی																			dummy
2366	Current Target					Huidig doel											Τρέχων στόχος			Objetivo Atual					Aktualny cel				Obiectiv curent								هدف فعلی																			dummy
2367	Current trusted email address on record.																																																							dummy
2368	Current user					Huidige gebruiker		Utilisateur actuel									Τρέχων χρήστης			Usuário atual									Utilizator curent								کاربر فعلی																			dummy
2369	Current Value			Valor actua		Lopende waarde	ערך נוכחי										Τρέχουσα Τιμή			Valor atual				Şu anki Değeri			Valore attuale		Valoare curenta	Giá trị Hiện tại		Vlera Aktuale	Aktuální hodnota				ارزش فعلی			現在の値	Tämän hetkinen arvo						वर्तमान मूल्य									dummy
2370	Current Working Procedure Diagnoses																																																							dummy
2371	Currently Active	För närvarande Aktiv	Actualmente Activo	Actualmente Activo	Aktiv	Nu actief	פעיל נוכחי	Actif actuellement	Active actuellement	For øyeblikket aktiv	目前活跃	當前活動	Текущая деятельность	Ընթացիկ գործունեությունը/Սույն գործողությունը		Sedang aktif	Τρεχόντως Ενεργός		Atualmente ativo	Atualmente Ativo		النشط حالياَ	Nuværende aktiv	Halen Aktif	Obecnie aktywny		Attualmente attivo	वर्तमान में सक्रिय	Active curente	Đang hoạt động		Momentalisht Aktiv	Aktuálně aktivní	Активний на даний час			در حال حاضر فعال است			現在のアクティブ	Tällä hetkellä aktiivinen						सध्या सक्रिय			वर्तमान में सक्रिय						dummy
2372	Currently Busy			Actualmente ocupado		Nu bezig											Προσωρινά Απασχολημένος			Atualmente ocupado					Aktualnie zajęty												در حال حاضر مشغول است																			dummy
2373	Currently Busy{{Service}}																																																							dummy
2374	Currently off-line			Actualmente fuera de línea		Nu off-line											Προσωρινά εκτός σύνδεσης			Atualmente offline					Aktualnie off-line												در حال حاضر آفلاین است																			dummy
2375	Currently Running	Pågår		Ejecutando actualmente	Aktiv	Is nu bezig	פועל נוכחי	En cours d\'exécution									Εκτελείται			Atualmente em execução		المشغل حالياً		Halen Çalışıyor	Obecnie przetwarzany		Attualmente in esecuzione	वर्तमान में चल रहा है	Currently Running	Đang chạy		Momentalisht Vrapon	Aktuálně v běhu	В даний час виконується			در حال اجرا			日常的走行量	Tällä hetkellä käynnissä						सध्या चालू			वर्तमान में चल रहा है						dummy
2376	Currently there are 5 types of transactions in OpenEMR																			Atualmente, existem 5 tipos de transações no OpenEMR																	در حال حاضر 5 نوع تراکنش در OpenEMR وجود دارد																			dummy
2377	Currently there are no facilities.	Ingen aktuell klinik	Actualmente no hay clínicas	No hay centros	Aktuell keine Standorte vorhanden.	Er zijn geen facilities aanwezig	אין מרפאות בשלב זה.	Actuellement, il n\'existe uncune installation.			目前没有任何设施。	目前沒有任何設施。	В настоящее время помощь не оказывается	Ներկա պահին օգնություն չի ցուցաբերվում		Saat ini tidak ada fasilitas.	Προς το παρόν δεν υπάρχουν έδρες.			Atualmente não há instalações		لا توجد مراكز حالياً		Halen hiç tesis yok.			Attualmente non ci sono sedi.	वर्तमान में सुविधाएं नहीं हैं.	Currently there are no facilities.	Hiện đang không có cơ sở.		Aktualisht nuk ka objekte.	V tuto chvíli zde nejsou žádná zařízení	В даний час допомога не надається			در حال حاضر درمانگاهی وجود ندارد.			現在の通院はありません	Nyt ei ole toimitiloja.						सध्या कोणतेही सुविधा आहेत.			वर्तमान में सुविधाएं नहीं हैं.						dummy
2378	Currently working on making this document					Op het moment bezig met het document											Γίνεται δημιουργία του εγγράφου			Atualmente trabalhando para fazer este documento									Currently working on making this document								در حال حاضر روی ساخت این سند کار می شود																			dummy
2379	Cushing Syndrom	Cushing Syndrom	Síndrome de Cushing	Síndrome de Cushing	Cushing-Syndrom	Cushing syndroom	תסמונת קושינג	Syndrome de Cushing	Syndrome de Cushing		柯兴综合征	庫欣症候群	Синдром Кушинга	Քուշինգի սինդրում		Sindrom Cushing	Σύνδρομο Cushing	Cushing Syndrome	Síndrome de Cushing	Síndrome de Cushing		متلازمة كوشينغ	Cushing Syndrom	Cushing Sendromu	Zespół Cushinga		Sindrome di Cushing	सिंड्रोम कुशिंग	Sindromul Cushing	Hội chứng cushing		Sindromi Cushing	Cushingův syndrom	синдром Кушинга			سندرم کوشینگ			クッシング症候群	Cushingin oireyhtymä						कशिंग Syndrom			सिंड्रोम कुशिंग						dummy
2380	Cushing Syndrome	Cushings syndrom	Síndrome de Cushing	Síndrome de Cushing	Cushing-Syndrom	Cushing syndroom	תסמונת קושינג	Syndrome de Cushing	Syndrome de Cushing		柯兴综合征	庫欣症候群	болезнь Иценко-Кушинга			Sindrom Cushing	Σύνδρομο Cushing		Síndrome de Cushing	Síndrome de Cushing		متلازمة كوشينغ	Cushings syndrom	Cushing Sendromu	Zespół Cushinga		Sindrome di Cushing	सिंड्रोम कुशिंग	Sindromul Cushing	Hội chứng Cushing		Sindromi Cushing	Cushingův syndrom	синдром Кушинга			سندرم کوشینگ			クッシング症候群	Cushingin oireyhtymä						कशिंग सिंड्रोम			सिंड्रोम कुशिंग						dummy
2381	Custodial Care Facility					Custodial Care Facility														Centro de cuidados de custódia									Custodial Care Facility								مرکز مراقبت از حضانت																			dummy
2382	Custodian			Custodio o tutor		Voogd	משמורת													Custodiante									Custode	Người chăm sóc		Kujdestar					متولی																			dummy
2383	Custom	Anpassad	Costumbre	A medida	Angepasst	Gewoonte	התאמה אישית	Personalisé	Personnalisé		风俗	風俗	Пользовательский			Custom/Kebiasaan	Προσαρμοσμένο		Costume	Personalizado		عرف	Custom	Özel			Personalizzato	रिवाज	Personalizat	Tuỳ chỉnh		Pershtatje	Uživatelský	Користувальницький			سفارشی			カスタム	Muokattu						सानुकूल			रिवाज						dummy
2384	Custom Billing Phone Number					Aangepast rekeningen telefoonnummer														Número de telefone de faturamento personalizado									Custom Billing Phone Number								شماره تلفن صورتحساب سفارشی																			dummy
2385	Custom Favorite Group - to group individual tests 																			Grupo favorito personalizado - para agrupar testes individuais																	گروه مورد علاقه سفارشی - برای گروه بندی آزمونهای فردی																			dummy
2386	Custom Favorite Group > Custom Favorite Item > Discrete results																			Grupo favorito personalizado> Item favorito personalizado> Resultados discretos																	گروه دلخواه سفارشی> مورد دلخواه سفارشی> نتایج گسسته																			dummy
2387	Custom Favorite Group and Custom Favorite Item is used to create customized groups of orders																			Grupo favorito personalizado e Item favorito personalizado são usados para criar grupos personalizados de pedidos																	گروه دلخواه سفارشی و مورد دلخواه سفارشی برای ایجاد گروه سفارشی سفارشات استفاده می شود																			dummy
2388	Custom Favorite Item  - for individual orders or tests																			Item favorito personalizado - para pedidos ou testes individuais																	مورد دلخواه سفارشی - برای سفارشات یا تست های فردی																			dummy
2389	Custom Greeting			Saludo personalizado		Aangepaste Aanhef											Προσαρμοσμένος Χαιρετισμός			Saudação Personalizada																	خوش آمدگویی سفارشی																			dummy
